srg,mcp
field_1142_h,field_1142_h
field_1143_g,field_1143_g
field_1144_j,field_1144_j
field_1145_i,field_1145_i
field_1146_h,field_1146_h
field_1147_g,field_1147_g
field_1154_k,tickCounter
field_1155_j,alpha
field_1156_i,blue
field_1157_h,green
field_1158_g,red
field_1159_b,worldObj
field_1160_a,rail
field_1161_g,connectedTracks
field_1162_f,trackMetadata
field_1163_e,trackZ
field_1164_d,trackY
field_1165_c,trackX
field_1166_b,blockX
field_1167_a,typeOfHit
field_1168_g,entityHit
field_1169_f,hitVec
field_1170_e,sideHit
field_1171_d,blockZ
field_1172_c,blockY
field_1173_b,moveForward
field_1174_a,moveStrafe
field_1175_e,sneak
field_1176_d,jump
field_1177_c,field_1177_c
field_1178_g,gameSettings
field_1179_f,movementKeyStates
field_1180_b,pixels
field_1181_a,texCols
field_1182_g,textures
field_1183_f,yBuf
field_1184_e,waterBr
field_1185_d,waterBuf
field_1186_c,zBuf
field_1187_b,yCoord
field_1188_a,xCoord
field_1189_d,permutations
field_1190_c,zCoord
field_1191_b,octaves
field_1192_a,generatorCollection
field_1193_a,osValues
field_1194_b,nVertices
field_1195_a,vertexPositions
field_1196_c,invertNormal
field_1197_a,isoCanvas
field_1198_a,recipeItems
field_1199_b,createIfNecessary
field_1200_a,saveDir
field_1201_b,posY
field_1202_a,posX
field_1203_g,worldClient
field_1204_f,metadata
field_1205_e,blockID
field_1206_d,acceptCountdown
field_1207_c,posZ
field_1208_b,rand
field_1209_a,field_1209_a
field_1210_g,doneLoadingTerrain
field_1211_f,worldClient
field_1212_e,mc
field_1213_d,netManager
field_1214_c,disconnected
field_1215_b,buffer
field_1216_a,location
field_1217_c,imageData
field_1218_p,fontRenderer
field_1220_n,viewerPosZ
field_1221_m,viewerPosY
field_1222_l,viewerPosX
field_1223_k,options
field_12235_b,explosionY
field_12236_a,explosionX
field_12237_e,destroyedBlockPositions
field_12238_d,explosionSize
field_12239_c,explosionZ
field_1224_j,playerViewX
field_12240_bw,field_12240_bw
field_12241_e,field_12241_e
field_12242_bI,timeSinceMoved
field_12249_i,worldObj
field_1225_i,playerViewY
field_12250_h,explosionRNG
field_12251_g,destroyedBlockPositions
field_12252_f,explosionSize
field_12253_e,exploder
field_12254_d,explosionZ
field_12255_c,explosionY
field_12256_b,explosionX
field_12257_a,isFlaming
field_12258_e,networkSocket
field_12259_z,lastServer
field_1226_h,field_1226_h
field_1227_g,worldObj
field_1229_e,renderEngine
field_1230_d,renderPosZ
field_1231_c,renderPosY
field_1232_b,renderPosX
field_1233_a,instance
field_1234_i,field_1234_i
field_1235_h,field_1235_h
field_1236_g,field_1236_g
field_1237_f,field_1237_f
field_1238_e,field_1238_e
field_1239_d,field_1239_d
field_1240_c,field_1240_c
field_1241_b,field_1241_b
field_1242_a,field_1242_a
field_1243_l,isRiding
field_1244_k,onGround
field_1245_m,spiderLeg8
field_1246_j,spiderLeg7
field_1247_i,spiderLeg6
field_1248_h,spiderLeg5
field_1249_g,spiderLeg4
field_1250_f,spiderLeg3
field_1251_e,spiderLeg2
field_1252_d,spiderLeg1
field_1253_c,spiderBody
field_1254_b,spiderNeck
field_1255_a,spiderHead
field_1256_a,sideModels
field_1257_b,slimeRightEye
field_1258_a,slimeBodies
field_1259_d,slimeMouth
field_1260_c,slimeLeftEye
field_1261_i,leg4
field_1262_h,leg3
field_1263_g,leg2
field_1264_f,leg1
field_1265_e,body
field_1266_d,head
field_1267_b,horn1
field_1268_a,udders
field_1269_c,horn2
field_1270_b,unusedCreeperHeadwear
field_1271_a,head
field_1272_g,leg4
field_1273_f,leg3
field_1274_e,leg2
field_1275_d,leg1
field_1276_c,body
field_1277_j,isSneak
field_1278_i,heldItemRight
field_1279_h,heldItemLeft
field_1280_g,bipedLeftLeg
field_1281_f,bipedRightLeg
field_1282_e,bipedLeftArm
field_1283_d,bipedRightArm
field_1284_c,bipedBody
field_1285_b,bipedHeadwear
field_1286_a,bipedHead
field_1287_a,boatSides
field_1288_b,body
field_1289_a,head
field_1290_h,chin
field_1291_g,bill
field_1292_f,leftWing
field_1293_e,rightWing
field_1294_d,leftLeg
field_1295_c,rightLeg
field_1296_b,updateCounter
field_1297_a,message
field_1298_b,field_1298_b
field_1299_a,field_1299_a
field_1300_g,field_1300_g
field_1301_f,field_1301_f
field_1302_e,field_1302_e
field_1303_d,field_1303_d
field_1304_c,field_1304_c
field_1305_b,rand
field_1306_a,range
field_1307_b,charWidth
field_1308_a,fontTextureName
field_1309_d,buffer
field_1310_c,fontDisplayLists
field_1311_b,field_1311_b
field_1312_a,field_1312_a
field_1313_d,mainMenu
field_1314_c,field_1314_c
field_1316_v,clay
field_1317_u,cactus
field_1318_t,craftedSnow
field_1319_s,snow
field_1320_r,ice
field_1322_p,tnt
field_1324_n,circuits
field_1325_m,sand
field_1326_l,fire
field_1328_j,sponge
field_1329_i,plants
field_1331_g,lava
field_1332_f,water
field_1333_e,iron
field_1334_d,rock
field_1335_c,wood
field_1336_b,ground
field_1337_a,air
field_1340_d,allMobTypes
field_1342_b,imageWidth
field_1343_a,imageData
field_1344_c,imageHeight
field_1345_b,signStick
field_1346_a,signBoard
field_1347_b,level
field_1348_a,image
field_1349_h,addedToRenderQueue
field_1350_g,lastVisible
field_1351_f,noContent
field_1352_e,rendered
field_1353_d,y
field_1354_c,x
field_1356_a,mc
field_1357_e,renderBlocksInstance
field_1360_b,yCoord
field_1361_a,xCoord
field_1362_g,tickEntryID
field_1363_f,nextTickEntryID
field_1364_e,scheduledTime
field_1365_d,blockID
field_1366_c,zCoord
field_1367_b,scaledWidth
field_1368_a,scaleFactor
field_1369_c,scaledHeight
field_1370_b,keyCode
field_1371_a,keyDescription
field_1372_i,timeSyncAdjustment
field_1373_h,lastSyncHRClock
field_1374_g,lastSyncSysClock
field_1375_f,lastHRTime
field_1376_e,elapsedPartialTicks
field_1377_d,timerSpeed
field_1378_c,renderPartialTicks
field_1379_b,elapsedTicks
field_1380_a,ticksPerSecond
field_1381_o,fogColor1
field_1382_n,fogColor2
field_1383_m,random
field_1384_l,prevFrameTime
field_1385_k,pointedEntity
field_1386_j,rendererUpdateCount
field_1387_i,farPlaneDistance
field_1388_h,mc
field_1392_d,fogColorBuffer
field_1393_c,unusedVolatile1
field_1394_b,unusedVolatile0
field_1395_a,itemRenderer
field_1396_o,displayList
field_1397_n,compiled
field_1398_m,textureOffsetY
field_1399_l,textureOffsetX
field_1400_k,faces
field_1401_j,corners
field_1402_i,isHidden
field_1403_h,showModel
field_1404_g,mirror
field_1405_f,rotateAngleZ
field_1406_e,rotateAngleY
field_1407_d,rotateAngleX
field_1408_c,rotationPointZ
field_1409_b,rotationPointY
field_1410_a,rotationPointX
field_1412_b,entityHashMap
field_1413_b,modelSign
field_1414_S,allRenderLists
field_1415_R,glRenderLists
field_1416_Q,renderersSkippingRenderPass
field_1417_P,renderersBeingRendered
field_1418_O,renderersBeingOccluded
field_1419_N,renderersBeingClipped
field_1420_M,renderersLoaded
field_1421_L,countEntitiesHidden
field_1422_K,countEntitiesRendered
field_1423_J,countEntitiesTotal
field_1424_I,renderEntitiesStartupCounter
field_1425_H,renderDistance
field_1426_G,maxBlockZ
field_1427_F,maxBlockY
field_1428_E,maxBlockX
field_1429_D,minBlockZ
field_1430_C,minBlockY
field_1431_B,minBlockX
field_1432_A,glSkyList2
field_1433_z,glSkyList
field_1434_y,starGLCallList
field_1435_x,cloudTickCounter
field_1436_w,occlusionEnabled
field_1437_v,glOcclusionQueryBase
field_1438_u,globalRenderBlocks
field_1439_t,mc
field_1440_s,glRenderListBase
field_1441_r,renderChunksDeep
field_1442_q,renderChunksTall
field_1443_p,renderChunksWide
field_1444_o,worldRenderers
field_1445_n,sortedWorldRenderers
field_1446_m,worldRenderersToUpdate
field_1447_l,renderEngine
field_1448_k,worldObj
field_1449_j,frustumCheckOffset
field_1450_i,damagePartialTime
field_1451_h,prevSortZ
field_1452_g,prevSortY
field_1453_f,prevSortX
field_1454_e,glDummyList
field_1455_d,dummyInt0
field_1456_c,occlusionResult
field_1457_b,dummyBuf50k
field_1458_a,tileEntities
field_1459_t,chunkDataSendCounter
field_1460_s,sendQueueByteLength
field_1461_r,timeSinceLastRead
field_1462_q,terminationReason
field_1463_p,isTerminating
field_1464_o,readThread
field_1465_n,writeThread
field_1466_m,isServerTerminating
field_1467_l,netHandler
field_1468_k,chunkDataPackets
field_1469_j,dataPackets
field_1470_i,readPackets
field_1471_h,isRunning
field_1472_g,socketOutputStream
field_1473_f,socketInputStream
field_1474_e,remoteSocketAddress
field_1475_d,sendQueueLock
field_1476_c,numWriteThreads
field_1477_b,numReadThreads
field_1478_a,threadSyncObject
field_1485_z,vboIndex
field_1486_y,vertexBuffers
field_1487_x,useVBO
field_1488_w,isDrawing
field_1489_v,normal
field_1490_u,zOffset
field_1491_t,yOffset
field_1492_s,xOffset
field_1493_r,drawMode
field_1494_B,bufferSize
field_1495_q,isColorDisabled
field_1496_A,vboCount
field_1497_p,addedVertices
field_1498_o,rawBufferIndex
field_1499_n,hasNormals
field_1500_m,hasTexture
field_1501_l,hasColor
field_1502_k,color
field_1503_j,textureV
field_1504_i,textureU
field_1505_h,vertexCount
field_1506_g,rawBuffer
field_1507_f,floatBuffer
field_1508_e,intBuffer
field_1509_d,byteBuffer
field_1510_c,tryVBO
field_1511_b,convertQuadsToTriangles
field_1512_a,instance
field_1513_b,codec
field_1514_a,buffer
field_1515_d,inputStream
field_1516_c,hash
field_1517_b,field_1517_b
field_1518_a,field_1518_a
field_1522_s,lastSaveTime
field_1523_r,hasEntities
field_15231_a,field_15231_a
field_15235_a,blockIndex
field_1524_q,field_1524_q
field_1525_p,neverSave
field_1526_o,isModified
field_1527_n,isTerrainPopulated
field_1528_m,entities
field_1529_l,chunkTileEntityMap
field_1530_k,zPosition
field_1531_j,xPosition
field_1532_i,lowestBlockHeight
field_1533_h,heightMap
field_1534_g,blocklightMap
field_1535_f,skylightMap
field_1536_e,data
field_1537_d,worldObj
field_1538_c,isChunkLoaded
field_1539_b,blocks
field_1540_a,isLit
field_1541_n,fontRenderer
field_1543_l,playerZ
field_1544_k,playerY
field_1545_j,playerX
field_1546_i,playerPitch
field_1547_h,playerYaw
field_1548_g,entityPlayer
field_1549_f,worldObj
field_1550_e,renderEngine
field_1551_d,staticPlayerZ
field_1552_c,staticPlayerY
field_1553_b,staticPlayerX
field_1554_a,instance
field_1555_b,count
field_1556_a,pathPoints
field_1557_a,craftingManager
field_1558_z,DIFFICULTY_LEVELS
field_1559_y,RENDER_DISTANCES
field_1560_x,thirdPersonView
field_1561_w,difficulty
field_1562_v,numberOfOptions
field_1563_u,mc
field_1564_t,keyBindings
field_1565_s,keyBindSneak
field_1570_o,keyBindInventory
field_1571_n,keyBindJump
field_1572_m,keyBindRight
field_1573_l,keyBindBack
field_1574_k,keyBindLeft
field_1575_j,keyBindForward
field_1576_i,fancyGraphics
field_1577_h,limitFramerate
field_1578_g,anaglyph
field_1579_f,viewBobbing
field_1580_e,renderDistance
field_1581_d,invertMouse
field_1582_c,mouseSensitivity
field_1583_b,soundVolume
field_1584_a,musicVolume
field_1585_a,enumOSMappingArray
field_1586_b,mcThread
field_1587_a,mc
field_1588_a,mc
field_1589_b,count
field_1590_a,slots
field_1591_e,versionStamp
field_1592_d,growFactor
field_1593_c,threshold
field_1594_a,entityForSorting
field_1602_h,options
field_1603_g,urlToImageDataMap
field_1604_f,textureList
field_1605_e,imageData
field_1606_d,singleIntBuffer
field_1607_c,textureNameToImageMap
field_1609_a,useMipmaps
field_1610_b,classToStringMapping
field_1611_a,stringToClassMapping
field_1612_d,classToIDMapping
field_1613_c,IDtoClassMapping
field_1614_b,animationsToGo
field_1615_a,stackSize
field_1616_d,itemDamage
field_1617_c,itemID
field_1618_c,windowId
field_1619_b,craftResult
field_1620_a,craftMatrix
field_1621_b,craftResult
field_1622_a,craftMatrix
field_1623_z,sizeX
field_1624_y,title
field_1630_D,allArt
field_1632_C,offsetY
field_1634_B,offsetX
field_1636_A,sizeY
field_1653_a,SIN_TABLE
field_1654_b,texturePositionX
field_1655_a,vector3D
field_1656_c,texturePositionY
field_1657_b,isGetRandomSound
field_1658_a,numberOfSoundPoolEntries
field_1659_e,allSoundPoolEntries
field_1660_d,nameToSoundPoolEntriesMapping
field_1661_c,rand
field_1662_b,recipes
field_1664_b,recipeItems
field_1665_a,recipePatterns
field_1666_b,username
field_1667_a,registeredBlocksList
field_1670_b,textureNames
field_1671_a,displayLists
field_1672_a,logo
field_1673_b,path
field_1674_a,worldMap
field_1675_d,pathOptions
field_1676_c,pointMap
field_1677_b,stepSoundVolume
field_1678_a,stepSoundName
field_1679_c,stepSoundPitch
field_1680_b,recipeItems
field_1681_a,recipePatterns
field_1687_b,projectionMatrix
field_1688_a,frustum
field_1689_d,clippingMatrix
field_1690_c,modelviewMatrix
field_1691_h,field_1691_h
field_1692_g,modelviewMatrixBuffer
field_1693_f,projectionMatrixBuffer
field_1694_e,instance
field_1695_a,colorBuffer
field_1696_a,mcApplet
field_1697_b,minY
field_1698_a,minX
field_1699_h,numBoundingBoxesInUse
field_1700_g,boundingBoxes
field_1701_f,maxZ
field_1702_e,maxY
field_1703_d,maxX
field_1704_c,minZ
field_1705_b,referenceCount
field_1706_a,image
field_1707_d,textureSetupComplete
field_1708_c,textureName
field_1709_j,isFirst
field_1710_i,previous
field_1711_h,distanceToTarget
field_1712_g,distanceToNext
field_1713_f,totalPathDistance
field_1714_e,index
field_1715_d,hash
field_1716_c,zCoord
field_1717_b,yCoord
field_1718_a,xCoord
field_1721_d,allSkyBlocks
field_1722_c,defaultLightValue
field_1723_b,width
field_1724_a,resultId
field_1725_e,resultStack
field_1726_d,ingredientMap
field_1727_c,height
field_1728_b,fxLayers
field_1729_a,worldObj
field_1730_d,rand
field_1731_c,renderer
field_1732_z,glOcclusionQuery
field_1733_y,isWaitingOnOcclusionQuery
field_1734_x,isVisible
field_1735_w,chunkIndex
field_1736_v,rendererBoundingBox
field_1737_F,tileEntities
field_1738_u,needsUpdate
field_1739_E,isInitialized
field_1740_t,rendererRadius
field_1741_s,posZPlus
field_1742_D,tessellator
field_1743_r,posYPlus
field_1744_C,glRenderList
field_1745_B,tileEntityRenderers
field_1746_q,posXPlus
field_1747_A,isChunkLit
field_1748_p,skipRenderPass
field_1749_o,isInFrustum
field_1750_n,posZClip
field_1751_m,posYClip
field_1752_l,posXClip
field_1753_k,posZMinus
field_1754_j,posYMinus
field_1755_i,posXMinus
field_1756_h,sizeDepth
field_1757_g,sizeHeight
field_1758_f,sizeWidth
field_1759_e,posZ
field_1760_d,posY
field_1761_c,posX
field_1762_b,chunksUpdated
field_1763_a,worldObj
field_1764_b,points
field_1765_a,pathLength
field_1766_c,pathIndex
field_1767_b,mc
field_1768_a,resourcesFolder
field_1769_c,closing
field_1770_a,tryCheckOcclusionCapable
field_1771_b,overrideBlockTexture
field_1772_a,blockAccess
field_1773_d,renderAllFaces
field_1774_c,flipTexture
field_1775_b,yCoord
field_1776_a,xCoord
field_1777_e,nextVector
field_1778_d,vectorList
field_1779_c,zCoord
field_1780_b,soundUrl
field_1781_a,soundName
field_1782_l,yPosition
field_1783_k,xPosition
field_1784_j,field_1784_j
field_1785_i,field_1785_i
field_1786_h,zoneMap
field_1787_g,zonesToRender
field_1788_f,running
field_1789_e,workDir
field_1790_d,level
field_1791_c,showHelp
field_1792_b,zoom
field_1793_a,currentRender
field_185_a,fullscreen
field_186_a,mainFrame
field_188_b,chunkZPos
field_189_a,chunkXPos
field_191_a,renderManager
field_194_c,shadowOpaque
field_195_d,modelBase
field_196_d,blockRenderer
field_197_d,sandRenderBlocks
field_198_d,modelBoat
field_199_d,rand
field_200_e,random
field_201_d,itemRenderBlocks
field_203_d,renderBlocks
field_204_f,scale
field_205_f,scaleAmount
field_206_i,armorFilenamePrefix
field_207_h,modelArmor
field_208_g,modelArmorChestplate
field_209_f,modelBipedMain
field_20900_b,waypointX
field_20901_a,courseChangeCooldown
field_20902_c,waypointY
field_20910_a,minecartCurrentDamage
field_20911_b,minecartTimeSinceHit
field_20912_c,minecartRockDirection
field_20913_d,minecartType
field_20914_E,entityList
field_20915_C,clientChunkProvider
field_20916_A,theCanvasIsoPreview
field_20919_a,mcFrame
field_20920_e,mainModel
field_20923_e,particleAge
field_20924_a,field_20924_a
field_20925_a,modelMinecart
field_20928_D,chunkModified
field_210_z,pickaxeDiamond
field_211_y,shovelDiamond
field_212_x,swordDiamond
field_213_w,axeStone
field_214_v,pickaxeStone
field_215_u,shovelStone
field_216_t,swordStone
field_217_s,axeWood
field_218_r,pickaxeWood
field_219_q,shovelWood
field_220_p,swordWood
field_221_o,swordIron
field_222_n,ingotGold
field_223_m,ingotIron
field_224_l,diamond
field_225_k,coal
field_226_j,arrow
field_227_i,bow
field_228_h,appleRed
field_230_f,axeIron
field_231_e,pickaxeIron
field_232_d,shovelIron
field_233_c,itemsList
field_235_Z,legsChain
field_236_Y,plateChain
field_237_X,helmetChain
field_238_W,bootsLeather
field_239_V,legsLeather
field_240_U,plateLeather
field_241_T,helmetLeather
field_242_S,bread
field_243_R,wheat
field_244_Q,seeds
field_245_P,hoeGold
field_246_O,hoeDiamond
field_247_N,hoeIron
field_248_M,hoeStone
field_249_L,hoeWood
field_250_K,gunpowder
field_251_J,feather
field_252_az,doorIron
field_253_I,silk
field_254_ay,saddle
field_255_H,axeGold
field_256_ax,minecartEmpty
field_257_G,pickaxeGold
field_258_aw,bucketLava
field_259_F,shovelGold
field_261_E,swordGold
field_262_au,bucketEmpty
field_263_D,bowlSoup
field_264_C,bowlEmpty
field_265_at,doorWood
field_266_B,stick
field_267_as,sign
field_268_A,axeDiamond
field_269_ar,appleGold
field_270_aq,painting
field_272_ao,porkRaw
field_273_an,flint
field_274_am,bootsGold
field_275_al,legsGold
field_276_ak,plateGold
field_277_aj,helmetGold
field_278_ai,bootsDiamond
field_279_ah,legsDiamond
field_280_ag,plateDiamond
field_281_af,helmetDiamond
field_282_ae,bootsIron
field_283_ad,legsIron
field_284_ac,plateIron
field_285_ab,helmetIron
field_286_aa,bootsChain
field_287_aW,bFull3D
field_289_aU,maxDamage
field_290_aT,maxStackSize
field_291_aS,itemID
field_293_aQ,record13
field_296_aN,egg
field_299_aK,slimeBall
field_302_aH,reed
field_303_aG,clay
field_305_aE,bucketMilk
field_306_aD,leather
field_308_aB,snowball
field_309_aA,redstone
field_310_a,armorLevel
field_311_aZ,renderIndex
field_312_aY,damageReduceAmount
field_313_aX,armorType
field_314_bb,maxDamageArray
field_315_ba,damageReduceAmountArray
field_316_a,recordName
field_317_a,minecartType
field_318_a,blockType
field_319_a,weaponDamage
field_320_a,spawnID
field_321_a,doorMaterial
field_322_a,ingredientQuality
field_323_aZ,damageVsEntity
field_324_aY,efficiencyOnProperMaterial
field_325_aX,blocksEffectiveAgainst
field_326_aX,blocksEffectiveAgainst
field_327_aX,blocksEffectiveAgainst
field_328_aY,field_328_aY
field_329_aX,blocksEffectiveAgainst
field_330_a,blockID
field_331_a,isFull
field_332_a,healAmount
field_333_z,sapling
field_334_y,planks
field_335_x,cobblestone
field_336_w,dirt
field_337_v,grass
field_338_u,stone
field_339_t,lightValue
field_340_s,canBlockGrass
field_341_r,lightOpacity
field_342_q,isBlockContainer
field_343_p,opaqueCubeLookup
field_344_o,tickOnLoad
field_345_n,blocksList
field_354_e,soundPowderFootstep
field_355_bo,slipperiness
field_356_bn,blockMaterial
field_357_bm,blockParticleGravity
field_358_bl,stepSound
field_360_bk,maxZ
field_362_bj,maxY
field_364_bi,maxX
field_366_bh,minZ
field_368_bg,minY
field_370_bf,minX
field_372_be,blockResistance
field_374_bd,blockHardness
field_376_bc,blockID
field_378_bb,blockIndexInTexture
field_382_N,glass
field_383_M,sponge
field_384_L,leaves
field_385_K,wood
field_386_J,oreCoal
field_387_az,workbench
field_388_I,oreIron
field_389_ay,blockDiamond
field_390_H,oreGold
field_391_ax,oreDiamond
field_392_G,gravel
field_393_F,sand
field_394_aw,redstoneWire
field_395_E,lavaStill
field_396_av,chest
field_397_D,lavaMoving
field_399_C,waterStill
field_400_at,mobSpawner
field_401_B,waterMoving
field_4013_a,modelBipedMain
field_4014_g,flintAndSteel
field_4015_b,itemRand
field_4016_av,bucketWater
field_4017_ap,porkCooked
field_4018_aZ,iconIndex
field_4019_aV,recordCat
field_402_as,fire
field_4020_aT,fishCooked
field_4021_aS,fishRaw
field_4022_aR,glowstone
field_4023_aQ,pocketSundial
field_4024_aP,fishingRod
field_4025_aO,compass
field_4026_aM,minecartPowered
field_4027_aL,minecartCrate
field_4028_aJ,book
field_4029_aI,paper
field_403_A,bedrock
field_4030_aF,brick
field_4031_aC,boat
field_404_ar,torchWood
field_4045_bg,pumpkinLantern
field_4047_bf,portal
field_4049_be,glowStone
field_405_aq,obsidian
field_4051_bd,slowSand
field_4053_bc,netherrack
field_4055_bb,pumpkin
field_4057_ba,fence
field_4059_au,stairsWoodOak
field_406_ap,cobblestoneMossy
field_4063_aU,ice
field_4064_aS,stoneButton
field_4065_aN,pressurePlatePlanks
field_4066_aL,pressurePlateStone
field_4067_aK,lever
field_4068_aJ,signWall
field_4069_aI,stairsCobblestone
field_407_ao,bookShelf
field_4072_a,blockType
field_4073_e,dimension
field_4074_d,mapSeed
field_408_an,tnt
field_4082_a,blockInstance
field_4083_a,portalParticleScale
field_4084_r,portalPosZ
field_4085_q,portalPosY
field_4086_p,portalPosX
field_4088_k,ticksCatchable
field_4089_j,ticksInAir
field_409_am,brick
field_4090_i,ticksInGround
field_4091_h,inGround
field_4092_g,inTile
field_4093_f,zTile
field_4094_e,yTile
field_4095_d,xTile
field_4096_c,bobber
field_4097_b,angler
field_4098_a,shake
field_410_al,stairSingle
field_411_ak,stairDouble
field_4116_b,randomSoundDelay
field_4117_a,angerLevel
field_4118_c,defaultHeldItem
field_4119_a,defaultHeldItem
field_412_aj,blockIron
field_4120_b,currentTarget
field_4121_a,livingSoundTime
field_4122_h,aggroCooldown
field_4123_g,targetedEntity
field_4124_f,attackCounter
field_4125_e,prevAttackCounter
field_4126_d,waypointZ
field_4127_c,numTicksToChaseTarget
field_4128_n,fishEntity
field_4129_m,dimension
field_413_ai,blockGold
field_4133_d,prevTimeInPortal
field_4134_c,timeInPortal
field_414_ah,mushroomRed
field_415_ag,mushroomBrown
field_4157_a,liquidBlockId
field_4158_a,hellLavaID
field_4159_s,netherCaveGenerator
field_416_af,plantRed
field_4160_r,netherrackExclusivityNoise
field_4161_q,gravelNoise
field_4162_p,slowsandNoise
field_4163_o,noiseField
field_4164_n,worldObj
field_4165_m,netherrackExculsivityNoiseGen
field_4166_l,slowsandGravelNoiseGen
field_4167_k,netherNoiseGen3
field_4168_j,netherNoiseGen2
field_4169_i,netherNoiseGen1
field_417_ae,plantYellow
field_4170_h,hellRNG
field_4171_g,noiseData5
field_4172_f,noiseData4
field_4173_e,noiseData3
field_4174_d,noiseData2
field_4175_c,noiseData1
field_4176_b,netherNoiseGen7
field_4177_a,netherNoiseGen6
field_4178_w,generatedTemperatures
field_4179_v,biomesForGeneration
field_4180_q,noiseArray
field_4181_h,noise6
field_4182_g,noise5
field_4183_f,noise2
field_4184_e,noise1
field_4185_d,noise3
field_4187_a,minecraftLogo
field_4189_i,updateCounter
field_419_ac,cloth
field_4192_g,field_4192_g
field_4193_f,field_4193_f
field_4194_e,field_4194_e
field_4195_d,field_4195_d
field_4196_c,field_4196_c
field_4197_b,humidity
field_4198_a,temperature
field_4199_g,rainfall
field_4200_f,hellTemperature
field_4201_e,biomeToUse
field_4204_J,lightingUpdatesCounter
field_4209_q,provider
field_4210_n,spawnY
field_4214_a,scheduledUpdatesAreImmediate
field_4215_b,worldChunkMgr
field_4216_a,worldObj
field_4217_f,colorsSunriseSunset
field_4218_e,dimensionId
field_4219_d,lightBrightnessTable
field_422_aZ,jukebox
field_4220_c,isNether
field_4221_k,field_4221_k
field_4222_j,field_4222_j
field_4223_i,dialImageData
field_4224_h,watchIconImageData
field_4225_g,mc
field_4226_h,portalTextureData
field_4227_g,portalTickCounter
field_4228_j,field_4228_j
field_4229_i,field_4229_i
field_423_aY,reed
field_4230_h,compassIconImageData
field_4231_g,mc
field_4232_a,random
field_4233_b,field_4233_b
field_4234_a,field_4234_a
field_4236_f,itemRenderer
field_4237_t,biomeLookupTable
field_4238_s,biomeCreatures
field_4239_r,biomeMonsters
field_424_aX,blockClay
field_4241_p,fillerBlock
field_4242_o,topBlock
field_4245_l,hell
field_4246_k,tundra
field_4247_j,iceDesert
field_4248_i,plains
field_4249_h,desert
field_425_aW,cactus
field_4250_g,taiga
field_4251_f,shrubland
field_4252_e,savanna
field_4253_d,forest
field_4254_c,seasonalForest
field_4255_b,swampland
field_4256_a,rainforest
field_4257_b,tentacles
field_4258_a,body
field_4259_y,canBurn
field_426_aV,blockSnow
