srg,cnf
net/minecraft/src/c_00273,
net/minecraft/src/c_00274,
net/minecraft/src/c_00275,
net/minecraft/src/c_00276,net/minecraft/client/option/InputOption
net/minecraft/src/c_00277,
net/minecraft/src/c_00278,
net/minecraft/src/c_00279,
net/minecraft/src/c_00280,
net/minecraft/src/c_00281,
net/minecraft/src/c_00282,
net/minecraft/src/c_00283,
net/minecraft/src/c_00284,net/minecraft/block/Leaves
net/minecraft/src/c_00285,
net/minecraft/src/c_00286,
net/minecraft/src/c_00287,
net/minecraft/src/c_00288,
net/minecraft/src/c_00289,
net/minecraft/src/c_00290,
net/minecraft/src/c_00291,
net/minecraft/src/c_00292,
net/minecraft/src/c_00293,
net/minecraft/src/c_00294,
net/minecraft/src/c_00295,
net/minecraft/src/c_00296,
net/minecraft/src/c_00297,net/minecraft/block/partial/plant/SugarCane
net/minecraft/src/c_00298,
net/minecraft/src/c_00299,
net/minecraft/src/c_00300,
net/minecraft/src/c_00301,
net/minecraft/src/c_00302,net/minecraft/block/liquid/Liquid
net/minecraft/src/c_00303,
net/minecraft/src/c_00304,
net/minecraft/src/c_00305,net/minecraft/entity/EntityType
net/minecraft/src/c_00306,net/minecraft/block/container/Container
net/minecraft/src/c_00307,
net/minecraft/src/c_00308,net/minecraft/block/Clay
net/minecraft/src/c_00309,
net/minecraft/src/c_00310,
net/minecraft/src/c_00311,
net/minecraft/src/c_00312,
net/minecraft/src/c_00313,net/minecraft/block/material/Fluid
net/minecraft/src/c_00314,
net/minecraft/src/c_00315,
net/minecraft/src/c_00316,
net/minecraft/src/c_00317,
net/minecraft/src/c_00318,net/minecraft/block/entity/FurnaceEntity
net/minecraft/src/c_00319,net/minecraft/block/partial/redstone/RedstoneWire
net/minecraft/src/c_00320,
net/minecraft/src/c_00321,
net/minecraft/src/c_00322,
net/minecraft/src/c_00323,
net/minecraft/src/c_00324,
net/minecraft/src/c_00325,
net/minecraft/src/c_00326,
net/minecraft/src/c_00327,net/minecraft/block/partial/Stair
net/minecraft/src/c_00328,
net/minecraft/src/c_00329,
net/minecraft/src/c_00330,
net/minecraft/src/c_00331,
net/minecraft/src/c_00332,
net/minecraft/src/c_00333,
net/minecraft/src/c_00334,
net/minecraft/src/c_00335,net/minecraft/block/container/Furnace
net/minecraft/src/c_00336,
net/minecraft/src/c_00337,
net/minecraft/src/c_00338,
net/minecraft/src/c_00339,
net/minecraft/src/c_00340,
net/minecraft/src/c_00341,
net/minecraft/src/c_00342,
net/minecraft/src/c_00343,net/minecraft/block/partial/plant/Mushroom
net/minecraft/src/c_00344,
net/minecraft/src/c_00345,
net/minecraft/src/c_00346,
net/minecraft/src/c_00347,
net/minecraft/src/c_00348,
net/minecraft/src/c_00349,
net/minecraft/src/c_00350,
net/minecraft/src/c_00351,
net/minecraft/src/c_00352,
net/minecraft/src/c_00353,
net/minecraft/src/c_00354,
net/minecraft/src/c_00355,
net/minecraft/src/c_00356,
net/minecraft/src/c_00357,
net/minecraft/src/c_00358,
net/minecraft/src/c_00359,
net/minecraft/src/c_00360,
net/minecraft/src/c_00361,net/minecraft/block/container/Sign
net/minecraft/src/c_00362,
net/minecraft/src/c_00363,
net/minecraft/src/c_00364,
net/minecraft/src/c_00365,
net/minecraft/src/c_00366,
net/minecraft/src/c_00367,
net/minecraft/src/c_00368,
net/minecraft/src/c_00369,net/minecraft/block/Block
net/minecraft/src/c_00370,
net/minecraft/src/c_00371,
net/minecraft/src/c_00372,
net/minecraft/src/c_00373,
net/minecraft/src/c_00374,
net/minecraft/src/c_00375,
net/minecraft/src/c_00376,net/minecraft/util/math/HitResult
net/minecraft/src/c_00377,net/minecraft/block/Log
net/minecraft/src/c_00378,
net/minecraft/src/c_00379,
net/minecraft/src/c_00380,net/minecraft/block/Farmland
net/minecraft/src/c_00381,net/minecraft/block/partial/Torch
net/minecraft/src/c_00382,
net/minecraft/src/c_00383,
net/minecraft/src/c_00384,
net/minecraft/src/c_00385,
net/minecraft/src/c_00386,
net/minecraft/src/c_00387,
net/minecraft/src/c_00388,
net/minecraft/src/c_00389,
net/minecraft/src/c_00390,net/minecraft/block/partial/plant/Flower
net/minecraft/src/c_00391,
net/minecraft/src/c_00392,
net/minecraft/src/c_00393,
net/minecraft/src/c_00394,
net/minecraft/src/c_00395,
net/minecraft/src/c_00396,
net/minecraft/src/c_00397,
net/minecraft/src/c_00398,net/minecraft/block/GrassBlock
net/minecraft/src/c_00399,
net/minecraft/src/c_00400,
net/minecraft/src/c_00401,
net/minecraft/src/c_00402,net/minecraft/util/crash/CrashReportCanvas
net/minecraft/src/c_00403,
net/minecraft/src/c_00404,
net/minecraft/src/c_00405,
net/minecraft/src/c_00406,
net/minecraft/src/c_00407,
net/minecraft/src/c_00408,
net/minecraft/src/c_00409,
net/minecraft/src/c_00410,net/minecraft/block/Sponge
net/minecraft/src/c_00411,
net/minecraft/src/c_00412,
net/minecraft/src/c_00413,
net/minecraft/src/c_00414,
net/minecraft/src/c_00415,
net/minecraft/src/c_00416,
net/minecraft/src/c_00417,net/minecraft/world/WorldAccess
net/minecraft/src/c_00418,net/minecraft/block/partial/redstone/Lever
net/minecraft/src/c_00419,
net/minecraft/src/c_00420,
net/minecraft/src/c_00421,
net/minecraft/src/c_00422,
net/minecraft/src/c_00423,
net/minecraft/src/c_00424,
net/minecraft/src/c_00425,
net/minecraft/src/c_00426,
net/minecraft/src/c_00427,
net/minecraft/src/c_00428,
net/minecraft/src/c_00429,
net/minecraft/src/c_00430,
net/minecraft/src/c_00431,
net/minecraft/src/c_00432,
net/minecraft/src/c_00433,
net/minecraft/src/c_00434,
net/minecraft/src/c_00435,net/minecraft/block/Netherrack
net/minecraft/src/c_00436,net/minecraft/block/entity/SignEntity
net/minecraft/src/c_00437,
net/minecraft/src/c_00438,
net/minecraft/src/c_00439,
net/minecraft/src/c_00440,
net/minecraft/src/c_00441,net/minecraft/block/partial/Fire
net/minecraft/src/c_00442,
net/minecraft/src/c_00443,net/minecraft/block/partial/Slab
net/minecraft/src/c_00444,
net/minecraft/src/c_00445,
net/minecraft/src/c_00446,
net/minecraft/src/c_00447,
net/minecraft/src/c_00448,net/minecraft/block/SnowBlock
net/minecraft/src/c_00449,
net/minecraft/src/c_00450,
net/minecraft/src/c_00451,net/minecraft/block/Tnt
net/minecraft/src/c_00452,net/minecraft/client/sound/game/SandWalkingSound
net/minecraft/src/c_00453,net/minecraft/block/partial/NetherPortalBlock
net/minecraft/src/c_00454,net/minecraft/client/sound/game/GlassWalkingSound
net/minecraft/src/c_00455,
